address;source_location;insn;indent
0x409c00;/home/hananefdh/MPNA/graph500/src/../generator/splittable_mrg.c:279;PUSH	%RBP;
0x409c01;/home/hananefdh/MPNA/graph500/src/../generator/splittable_mrg.c:172;MOV	(%RDI),%R8;
0x409c04;/home/hananefdh/MPNA/graph500/src/../generator/splittable_mrg.c:279;MOV	%RSP,%RBP;
0x409c07;/home/hananefdh/MPNA/graph500/src/../generator/splittable_mrg.c:172;MOV	0x20(%RDI),%RSI;
0x409c0b;/home/hananefdh/MPNA/graph500/src/../generator/splittable_mrg.c:279;AND	$-0x20,%RSP;
0x409c0f;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:27;CMP	$0x7ffffffe,%R8;
0x409c16;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:27;JA	409cd4 <mrg_get_float_orig+0xd4>;
0x409c1c;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:29;IMUL	$0x6666666,%R8,%R9;
0x409c23;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:29;MOV	$0x200000005,%RCX;
0x409c2d;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:29;MOV	%R9,%RAX;
0x409c30;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:29;MUL	%RCX;
0x409c33;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:29;MOV	%R9,%RAX;
0x409c36;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:29;SUB	%RDX,%RAX;
0x409c39;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:29;SHR	$0x1,%RAX;
0x409c3c;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:29;ADD	%RAX,%RDX;
0x409c3f;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:29;SHR	$0x1e,%RDX;
0x409c43;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:29;MOV	%RDX,%RAX;
0x409c46;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:29;SAL	$0x1f,%RAX;
0x409c4a;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:29;SUB	%RDX,%RAX;
0x409c4d;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:29;MOV	%R9,%RDX;
0x409c50;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:29;SUB	%RAX,%RDX;
0x409c53;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:34;CMP	$0x7ffffffe,%RSI;
0x409c5a;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:34;JA	409ced <mrg_get_float_orig+0xed>;
0x409c60;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:36;IMUL	$0x19820,%RSI,%RSI;
0x409c67;/home/hananefdh/MPNA/graph500/src/../generator/splittable_mrg.c:177;VMOVQ	0x8(%RDI),%XMM2;
0x409c6c;/home/hananefdh/MPNA/graph500/src/../generator/splittable_mrg.c:177;VPINSRQ	$0x1,0x10(%RDI),%XMM2,%XMM1;
0x409c73;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:36;ADD	%RDX,%RSI;
0x409c76;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:36;MOV	%RSI,%RAX;
0x409c79;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:36;MUL	%RCX;
0x409c7c;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:36;MOV	%RSI,%RAX;
0x409c7f;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:36;SUB	%RDX,%RAX;
0x409c82;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:36;SHR	$0x1,%RAX;
0x409c85;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:36;ADD	%RAX,%RDX;
0x409c88;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:36;SHR	$0x1e,%RDX;
0x409c8c;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:36;MOV	%RDX,%RAX;
0x409c8f;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:36;SAL	$0x1f,%RAX;
0x409c93;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:36;SUB	%RDX,%RAX;
0x409c96;/home/hananefdh/MPNA/graph500/src/../generator/mod_arith_64bit.h:36;SUB	%RAX,%RSI;
0x409c99;/home/hananefdh/MPNA/graph500/src/../generator/splittable_mrg.c:173;MOV	0x18(%RDI),%RAX;
0x409c9d;/home/hananefdh/MPNA/graph500/src/../generator/splittable_mrg.c:177;VMOVQ	%RSI,%XMM3;
0x409ca2;/home/hananefdh/MPNA/graph500/src/../generator/splittable_mrg.c:177;VPINSRQ	$0x1,%R8,%XMM3,%XMM0;
0x409ca8;/home/hananefdh/MPNA/graph500/src/../generator/splittable_mrg.c:177;VINSERTI128	$0x1,%XMM1,%YMM0,%YMM0;
0x409cae;/home/hananefdh/MPNA/graph500/src/../generator/splittable_mrg.c:177;VMOVDQU	%YMM0,(%RDI);
